2.9167794981128664e-01 1.9167794981128664e-01
6.3401026987286224e-01 3.4233232006157566e-01
8.5999007097771252e-01 2.2597980110485030e-01
9.6578529841995131e-01 1.0579522744223879e-01
3.8307791498313648e-02 7.2522493078362449e-02
1.4801047892625205e-01 1.0970268742793840e-01
3.8274118708161436e-01 2.3473070815536232e-01
7.2226795601664007e-01 3.3952676893502576e-01
9.0818466708578693e-01 1.8591671106914684e-01
9.0308721359348976e-03 1.0084620505014802e-01
1.1872258340899591e-01 1.0969171127306102e-01
3.3426836728926940e-01 2.1554578388027348e-01
6.8442923544945033e-01 3.5016086816018099e-01
8.9166928647700983e-01 2.0724005102755946e-01
7.5507076977054943e-04 1.0908578429276070e-01
1.1058082164104965e-01 1.0982575087127910e-01
3.2026468487923793e-01 2.0968386323818827e-01
6.7096545369315597e-01 3.5070076881391798e-01
8.8453376240155557e-01 2.1356830870839957e-01
9.9461374755526288e-01 1.1007998515370733e-01
9.9416212870543808e-02 1.0480246531528097e-01
2.9543316445885176e-01 1.9601695158830795e-01
6.4110990656527522e-01 3.4567674210642341e-01
8.6591787367814987e-01 2.2480796711287471e-01
9.7432643698141086e-01 1.0840856330326101e-01
5.7683883790520918e-02 8.3357446809109961e-02
1.9634198977188005e-01 1.3865810598135914e-01
4.8219127355021679e-01 2.8584928377833674e-01
7.8545671261166072e-01 3.0326543906144399e-01
9.3660487727986985e-01 1.5114816466820910e-01
2.7255703686031474e-02 9.0650826406161539e-02
1.4448675203582079e-01 1.1723104834978930e-01
3.8465081276696039e-01 2.4016406073113961e-01
7.2821734690715478e-01 3.4356653414019439e-01
9.1727058057654653e-01 1.8905323366939178e-01
2.8850997022701330e-02 1.1158041644615473e-01
1.6855079270339923e-01 1.3969979568069790e-01
4.4423990293907267e-01 2.7568911023567344e-01
7.7346284360708517e-01 3.2922294066801255e-01
9.4840574600880578e-01 1.7494290240172058e-01
7.3667239689219510e-02 1.2526149368041362e-01
2.6857225160827813e-01 1.9490501191905865e-01
6.1838835984511042e-01 3.4981610823683229e-01
8.6259118632838261e-01 2.4420282648327218e-01
9.8825014782383547e-01 1.2565896149545286e-01
1.0240471133855267e-01 1.1415456351471717e-01
3.1013323106705804e-01 2.0772851972850540e-01
6.6283258850057758e-01 3.5269935743351954e-01
8.8237407605807849e-01 2.1954148755750086e-01
9.9685331904136543e-01 1.1447924298328692e-01
1.0824901558716715e-01 1.1139569654580177e-01
3.1773674371278970e-01 2.0948772812562258e-01
6.6928208953030310e-01 3.5154534581751340e-01
8.8448859459011242e-01 2.1520650505980934e-01
9.9617366290056608e-01 1.1168506831045365e-01
1.0410928207349834e-01 1.0793561917293235e-01
3.0694992212068861e-01 2.0284064004719030e-01
6.5588317092122950e-01 3.4893324880054088e-01
8.7533063849189996e-01 2.1944746757067043e-01
9.8471871594874683e-01 1.0938807745684682e-01
7.9154134298362600e-02 9.4435418349615788e-02
2.4800209085894470e-01 1.6884795656058210e-01
5.7280960250332302e-01 3.2480751164437832e-01
8.2872664952497188e-01 2.5591704702164891e-01
9.4736773599051949e-01 1.1864108646554761e-01
1.5364212439474834e-02 6.7996476448955373e-02
9.8394241460895690e-02 8.3030029021420856e-02
2.7182447159246276e-01 1.7343023013156705e-01
5.9976240535946523e-01 3.2793793376700242e-01
8.3621086514206833e-01 2.3644845978260307e-01
9.3901573605921995e-01 1.0280487091715165e-01
9.8350780272093175e-01 4.4492066661711765e-02
1.1866425307717865e-02 2.8358622586786161e-02
5.1843373260743647e-02 3.9976947953025782e-02
1.4173308961162145e-01 8.9889716350877794e-02
3.5287664953674014e-01 2.1114355992511868e-01
6.8852652633920697e-01 3.3564987680246683e-01
8.7969523064666677e-01 1.9116870430745975e-01
9.6387633232090919e-01 8.4181101674242434e-02
1.2959413247774609e-02 4.9083080926865356e-02
7.4728689515007760e-02 6.1769276267233150e-02
2.0707069389444199e-01 1.3234200437943422e-01
4.8974493385024231e-01 2.8267423995580032e-01
7.8246218583172067e-01 2.9271725198147841e-01
