1.1000000000000001e+00 2.2753734720985311e-01
1.2000000000000000e+00 1.6275964296159331e-01
1.3000000000000000e+00 1.2403526287392044e-01
1.3999999999999999e+00 9.9768772625061647e-02
1.5000000000000000e+00 6.6830737700200177e-03
1.6000000000000001e+00 2.6102093962775785e-01
1.7000000000000002e+00 3.0294473892273072e-01
1.8000000000000000e+00 2.1232002853522999e-01
1.8999999999999999e+00 1.5304582002650735e-01
2.0000000000000000e+00 1.1895397920830320e-01
2.1000000000000001e+00 1.1218871628894049e-01
2.2000000000000002e+00 2.8384928780479119e-02
2.2999999999999998e+00 1.0323217220336901e-02
2.4000000000000004e+00 6.6002030949500459e-03
2.5000000000000000e+00 2.0811813649699206e-02
2.6000000000000001e+00 6.1434592345450442e-02
2.7000000000000002e+00 8.3830218627068742e-02
2.7999999999999998e+00 8.7899112001191923e-02
2.9000000000000004e+00 3.7799960238674553e-02
3.0000000000000000e+00 3.9134996429549179e-02
3.1000000000000001e+00 9.4091160155195377e-02
3.2000000000000002e+00 3.8008695622261064e-02
3.3000000000000003e+00 6.3474713835502558e-02
3.4000000000000004e+00 6.2901880039538699e-02
3.5000000000000000e+00 5.3629280080315020e-02
3.6000000000000001e+00 2.8472450366432905e-01
3.7000000000000002e+00 2.0737213465837834e-01
3.8000000000000003e+00 1.8158359932936224e-01
3.9000000000000004e+00 1.9592666127536629e-01
4.0000000000000000e+00 2.0173813702514420e-01
4.0999999999999996e+00 1.8382661045272650e-01
4.2000000000000002e+00 1.9342228921575882e-01
4.3000000000000007e+00 1.7467599702741438e-01
4.4000000000000004e+00 1.6744239664062688e-01
4.5000000000000000e+00 1.8277307339900412e-01
4.5999999999999996e+00 1.8584110516108393e-01
4.7000000000000002e+00 1.4291025954955208e-01
4.8000000000000007e+00 1.5650727086130950e-01
4.9000000000000004e+00 1.7077841333185892e-01
5.0000000000000000e+00 1.4338871287906055e-01
5.1000000000000005e+00 1.2623642364029039e-01
5.2000000000000002e+00 1.0175429715938002e-01
5.2999999999999998e+00 1.0169865214087787e-01
5.4000000000000004e+00 3.8484284318056110e-02
5.5000000000000000e+00 4.6525872926728870e-02
5.6000000000000005e+00 1.6966696074780078e-02
5.7000000000000002e+00 9.0358421515307364e-03
5.8000000000000007e+00 2.9894840819529811e-02
5.9000000000000004e+00 4.7219553630094710e-02
6.0000000000000000e+00 8.0722948380405973e-02
6.1000000000000005e+00 1.2469703940644251e-01
6.2000000000000002e+00 1.5032417772469353e-01
6.3000000000000007e+00 2.0709586236090208e-01
6.4000000000000004e+00 1.9639199127104351e-01
6.5000000000000000e+00 2.2089675337347212e-01
6.6000000000000005e+00 2.2563454636204222e-01
6.7000000000000002e+00 2.3871494082906131e-01
6.8000000000000007e+00 2.3658165248987198e-01
6.9000000000000004e+00 2.1825433192909413e-01
7.0000000000000000e+00 1.9485599799164458e-01
7.1000000000000005e+00 1.9227272999811981e-01
7.2000000000000002e+00 2.0117328855355535e-01
7.3000000000000007e+00 1.8028611294740951e-01
7.4000000000000004e+00 1.9268052648544204e-01
7.5000000000000000e+00 1.3720236101324287e-01
7.6000000000000005e+00 1.4346785968794173e-01
7.7000000000000002e+00 8.3222009020991070e-02
7.8000000000000007e+00 1.3732653110771206e-01
7.9000000000000004e+00 5.7193287706559889e-02
8.0000000000000000e+00 7.9661857331192548e-02
8.1000000000000014e+00 6.8288841726333163e-02
8.1999999999999993e+00 5.1575920571082352e-02
8.3000000000000007e+00 4.3196849452842252e-02
8.4000000000000004e+00 6.2272575799996906e-03
8.5000000000000000e+00 1.4098503946698485e-03
8.6000000000000014e+00 3.1094424402532943e-03
8.6999999999999993e+00 1.7942577169596332e-03
8.8000000000000007e+00 3.4084594892165532e-02
8.9000000000000004e+00 4.1674995145711879e-02
9.0000000000000000e+00 4.3085662060360325e-02
9.0999999999999996e+00 6.2467042888535662e-02
9.2000000000000011e+00 7.9285464005884668e-02
9.3000000000000007e+00 8.0690290796796280e-02
9.4000000000000004e+00 7.9445188768057784e-02
9.5000000000000000e+00 1.0517878680355876e-01
9.5999999999999996e+00 1.0798034068497570e-01
9.7000000000000011e+00 1.1747160156068638e-01
9.8000000000000007e+00 1.2798331818956254e-01
9.9000000000000004e+00 1.3711453001038201e-01
